Ticket_ID,inferred_severity,severity_delta,mismatch_label,mismatch_type,score_rule,score_embedding,score_resolution_time,fused_score
TKT-102787,High,0,0,None,2.0,1.9488056,2.5431,2.090701973438263
TKT-102788,Critical,0,0,None,2.9,2.26745,2.4078,2.58016756772995
TKT-102789,Low,0,0,None,0.2,0.4857986,0.38925,0.3378795124590397
TKT-102790,Low,0,0,None,0.2,0.57010436,0.38925,0.3673865295946598
TKT-102791,Medium,0,0,None,1.0,1.0042081,0.51285,0.9040428280830384
TKT-102792,Critical,1,0,None,3.0,2.9681032,2.76105,2.9410461068153384
TKT-102793,Medium,0,0,None,1.2,1.0600208,0.0,0.9110073029994965
TKT-102794,Medium,-1,0,None,0.3,0.09956941,2.5431,0.6784693226218224
TKT-102795,Critical,0,0,None,3.0,2.996188,2.83995,2.9666557908058167
TKT-102796,Low,-1,0,None,0.3,0.19682762,0.90345,0.3845796748995781
TKT-102797,High,-1,0,None,2.1,1.9981121,2.76105,2.1965491831302644
TKT-102798,Medium,1,0,None,1.0,1.0042081,0.0,0.8014728307724
TKT-102799,Medium,0,0,None,0.2,0.4857986,1.82055,0.6241395033895969
TKT-102800,Medium,0,0,None,1.2,1.0980611,0.9231,1.108941400051117
TKT-102801,Medium,1,0,None,1.1,0.63175684,0.0,0.7161149054765701
TKT-102802,High,0,0,None,2.0,1.29454,2.0634,1.7657690227031708
TKT-102803,Low,0,0,None,0.15,0.12187548,0.43245,0.1966464199125767
TKT-102804,Medium,0,0,None,0.3,0.09956941,1.82055,0.5339592918753624
TKT-102805,Medium,1,0,None,1.1,0.64617956,2.17515,1.1561928391456604
TKT-102806,High,1,0,None,2.0,1.998326,0.3798,1.6753740787506104
TKT-102807,Medium,1,0,None,1.1,0.63175684,0.2001,0.7561349064111709
TKT-102808,Low,-1,0,None,0.3,0.09956941,1.49535,0.4689192995429039
TKT-102809,Low,0,0,None,0.05,0.15748627,1.39755,0.3571301938965917
TKT-102810,Medium,1,0,None,0.4,2.0941286,2.4705,1.4070450142025948
TKT-102811,Low,0,0,None,0.05,0.15748627,1.3311,0.34384019393473864
TKT-102812,Low,0,0,None,0.2,0.04953258,0.7893,0.2651964096352458
TKT-102813,High,-1,0,None,2.0,1.8930382,2.2284,2.008243352174759
TKT-102814,Medium,1,0,None,1.6,1.0733339,0.22665,1.1409968614578248
TKT-102815,Medium,1,0,None,1.6,1.0733339,1.09965,1.315596866607666
TKT-102816,Medium,1,0,None,0.3,0.19682762,2.4078,0.6854496642947197
TKT-102817,Medium,1,0,None,1.0,1.0042081,1.7382,1.1491128206253052
TKT-102818,Low,-3,1,False Alarm,0.3,0.09956941,0.7731,0.3244693025946617
TKT-102819,Medium,0,0,None,1.1,0.63175684,0.6504,0.846194902062416
TKT-102820,Critical,0,0,None,2.9,2.9681032,0.94365,2.5325661540031437
TKT-102821,High,2,1,Hidden Crisis,2.0,1.998326,0.52395,1.704204076528549
TKT-102822,High,2,1,Hidden Crisis,1.6,1.0733339,2.17515,1.5306968450546266
TKT-102823,Low,-1,0,None,0.3,0.036996286,0.4911,0.246168708242476
TKT-102824,Low,-1,0,None,0.3,0.036962382,1.61205,0.47034685052931313
TKT-102825,Medium,1,0,None,1.3,1.4184979,1.6527,1.4120142400264741
TKT-102826,High,2,1,Hidden Crisis,2.0,1.998326,0.8283,1.7650740802288056
TKT-102827,Medium,0,0,None,0.2,0.57010436,2.916,0.8727365054190159
TKT-102828,High,1,0,None,2.0,1.998326,0.40455,1.6803240776062012
TKT-102829,Medium,1,0,None,0.1,0.81794167,2.76105,0.8834895808249712
TKT-102830,High,1,0,None,2.0,1.8930382,2.11995,1.9865533649921416
TKT-102831,High,0,0,None,2.0,1.29454,2.3439,1.8218690097332
TKT-102832,High,-1,0,None,2.8,2.159486,2.0634,2.4285001039505008
TKT-102833,Medium,0,0,None,1.1,0.64617956,0.50145,0.8214528560638428
TKT-102834,Low,-2,1,False Alarm,0.2,0.6429595,0.6804,0.45111582055687904
TKT-102835,Medium,1,0,None,1.1,1.0012358,0.80865,1.0071625590324402
TKT-102836,Medium,0,0,None,1.2,1.0600208,1.86615,1.2842373073101045
TKT-102837,Medium,1,0,None,1.1,1.0012358,0.0,0.8454325556755067
TKT-102838,Medium,0,0,None,1.0,1.0042081,1.69665,1.140802836418152
TKT-102839,Medium,1,0,None,1.0,1.0042081,1.96125,1.1937228202819825
TKT-102840,Medium,-1,0,None,0.3,0.09956941,1.86615,0.5430793032050133
TKT-102841,Medium,-1,0,None,0.2,0.6429595,2.3439,0.783815810829401
TKT-102842,Medium,0,0,None,1.2,1.0600208,0.6225,1.0355073034763336
TKT-102843,Critical,0,0,None,3.0,2.996188,2.916,2.9818657517433165
TKT-102844,Low,-1,0,None,0.3,0.09956941,1.36425,0.4426992878317833
TKT-102845,Medium,1,0,None,1.2,1.0600208,2.11995,1.3349973142147065
TKT-102846,Low,0,0,None,0.15,0.12187548,1.61205,0.4325664319097996
TKT-102847,Medium,0,0,None,0.4,2.0941286,1.18215,1.1493750169873238
TKT-102848,Low,-2,1,False Alarm,0.2,0.04953258,1.3311,0.3735564021393657
TKT-102849,Low,0,0,None,0.05,0.17642692,1.36425,0.35709941033273934
TKT-102850,Medium,-1,0,None,1.2,1.0600208,1.86615,1.2842373073101045
TKT-102851,Medium,-1,0,None,0.3,0.09956941,2.83995,0.7378393158316613
TKT-102852,Medium,-1,0,None,0.2,0.57010436,2.5431,0.7981565512716771
TKT-102853,Medium,1,0,None,0.4,2.0941286,0.0,0.9129450157284736
TKT-102854,Medium,1,0,None,1.2,1.0600208,2.916,1.4942072808742524
TKT-102855,Low,-1,0,None,0.05,0.15748627,1.09965,0.29755020160228013
TKT-102856,Medium,1,0,None,1.3,1.4184979,0.0,1.0814742505550385
TKT-102857,High,0,0,None,2.0,1.998326,2.0634,2.012094086408615
TKT-102858,High,2,1,Hidden Crisis,2.0,1.2823856,1.36425,1.621684944629669
TKT-102859,Medium,1,0,None,0.4,2.0941286,1.82055,1.2770550087094308
TKT-102860,Medium,-1,0,None,0.3,0.09956941,2.3439,0.6386292919516563
TKT-102861,High,0,0,None,2.0,1.8930382,1.61205,1.8849733650684355
TKT-102862,High,-1,0,None,2.0,1.8930382,2.83995,2.1305533707141877
TKT-102863,Medium,0,0,None,1.2,1.0980611,2.4078,1.40588139295578
TKT-102864,High,2,1,Hidden Crisis,2.0,1.8930382,1.0266,1.7678833544254302
TKT-102865,Low,-1,0,None,0.05,0.15748627,1.00575,0.2787701847031713
TKT-102866,High,-1,0,None,2.0,1.29454,2.28585,1.8102590262889862
TKT-102867,Medium,1,0,None,1.3,1.4184979,1.27095,1.3356642425060272
TKT-102868,Medium,1,0,None,0.3,0.09956941,2.0634,0.5825293049216271
TKT-102869,Low,0,0,None,0.2,0.6429595,0.696,0.45423581376671784
TKT-102870,High,2,1,Hidden Crisis,1.3,1.4184979,2.2284,1.5271542489528658
TKT-102871,High,2,1,Hidden Crisis,1.6,1.0733339,2.4078,1.5772268533706666
TKT-102872,Medium,1,0,None,0.3,1.3503485,2.616,1.1308219581842422
TKT-102873,Medium,-1,0,None,0.3,1.3503485,2.76105,1.1598319679498674
TKT-102874,High,1,0,None,2.1,1.9981121,2.3439,2.113119179010391
TKT-102875,Medium,0,0,None,0.2,0.57010436,1.86615,0.6627665318548679
TKT-102876,Medium,1,0,None,0.3,1.3503485,0.0,0.6076219707727433
TKT-102877,Low,-2,1,False Alarm,0.3,0.09956941,1.3311,0.43606929630041125
TKT-102878,Critical,0,0,None,3.0,2.996188,1.82055,2.7627757668495176
TKT-102879,Medium,1,0,None,1.0,1.0042081,1.86615,1.174702835083008
TKT-102880,High,1,0,None,2.1,1.9981121,0.5958,1.7634991824626922
TKT-102881,Medium,1,0,None,1.2,1.0600208,1.69665,1.2503373086452485
TKT-102882,Low,-1,0,None,0.2,0.6429595,0.441,0.40323582068085667
TKT-102883,Low,0,0,None,0.15,0.12187548,0.51285,0.2127264179289341
TKT-102884,Medium,1,0,None,0.2,0.57010436,2.5431,0.7981565512716771
TKT-102885,Medium,1,0,None,0.2,0.6429595,1.39755,0.5945458151400089
TKT-102886,Medium,0,0,None,1.0,1.0042081,0.90345,0.9821628332138062
TKT-102887,High,0,0,None,2.0,1.998326,0.7893,1.7572740852832793
TKT-102888,High,1,0,None,2.0,1.998326,0.2226,1.643934080004692
TKT-102889,Medium,1,0,None,1.3,1.4184979,1.7382,1.4291142404079438
TKT-102890,High,1,0,None,2.0,1.998326,0.3045,1.6603140830993652
TKT-102891,High,-1,0,None,2.0,1.998326,2.4705,2.0935140788555144
TKT-102892,Medium,1,0,None,0.2,0.6429595,2.4078,0.7965958096086978
TKT-102893,Medium,-1,0,None,1.0,0.09956941,1.07535,0.6999193027615547
TKT-102894,High,0,0,None,2.0,1.29454,1.7382,1.7007290065288543
TKT-102895,Medium,-1,0,None,0.15,0.12187548,2.01165,0.5124864377081395
TKT-102896,Low,-2,1,False Alarm,0.2,0.04953258,1.82055,0.47144639771431684
TKT-102897,High,1,0,None,2.0,1.29454,1.6527,1.6836290061473846
TKT-102898,Medium,1,0,None,1.6,1.0733339,0.8826,1.2721868634223938
TKT-102899,Medium,1,0,None,1.6,1.0733339,1.96125,1.4879168510437013
TKT-102900,Medium,1,0,None,1.0,1.0042081,1.4295,1.0873728275299073
TKT-102901,Medium,1,0,None,0.2,0.57010436,2.3439,0.758316520601511
TKT-102902,Medium,0,0,None,0.2,0.57010436,2.76105,0.841746524721384
TKT-102903,Medium,0,0,None,0.2,0.57010436,1.569,0.6033365286886692
TKT-102904,Medium,-1,0,None,1.3,1.4184979,0.7731,1.2360942542552948
TKT-102905,Medium,1,0,None,0.1,0.81794167,1.2999,0.5912595946341752
TKT-102906,Medium,1,0,None,1.1,1.0012358,0.4512,0.9356725573539735
TKT-102907,Medium,0,0,None,1.0,1.0042081,1.4595,1.0933728218078613
TKT-102908,Medium,1,0,None,1.1,0.63175684,0.2754,0.7711949080228805
TKT-102909,High,1,0,None,2.0,1.8930382,0.0,1.5625633537769317
TKT-102910,High,2,1,Hidden Crisis,2.0,1.8930382,2.2284,2.008243352174759
TKT-102911,Low,0,0,None,0.2,0.4857986,0.0,0.2600295104086399
TKT-102912,Low,-1,0,None,0.05,0.15748627,0.9231,0.26224019546061755
TKT-102913,Medium,-1,0,None,0.2,0.57010436,1.96125,0.6817865170538426
TKT-102914,High,2,1,Hidden Crisis,2.1,1.9981121,2.83995,2.212329202890396
TKT-102915,Low,0,0,None,0.3,0.19682762,1.3311,0.47010966986417774
TKT-102916,High,-1,0,None,3.0,2.996188,0.50145,2.498955774307251
TKT-102917,Medium,-1,0,None,1.1,0.64617956,2.0634,1.1338428616523744
TKT-102918,Medium,1,0,None,0.2,0.6429595,2.5431,0.8236558414995669
TKT-102919,High,0,0,None,2.0,1.29454,1.2429,1.6016690194606782
TKT-102920,High,2,1,Hidden Crisis,2.0,1.9488056,2.2284,2.0277619481086733
TKT-102921,Medium,-1,0,None,1.0,1.0042081,2.4078,1.2830328226089478
TKT-102922,Medium,0,0,None,0.2,0.4857986,1.39755,0.5395395077764988
TKT-102923,Low,0,0,None,0.15,0.12187548,0.2754,0.1652364231646061
TKT-102924,High,-1,0,None,2.0,1.998326,2.916,2.1826140582561493
TKT-102925,Medium,1,0,None,1.2,1.0600208,2.83995,1.4789973199367523
TKT-102926,Medium,1,0,None,1.2,1.0600208,0.8826,1.0875273048877716
TKT-102927,High,0,0,None,2.1,1.9981121,1.1277,1.8698791801929473
TKT-102928,Low,0,0,None,0.3,0.09956941,0.34485,0.23881929963827134
TKT-102929,Low,0,0,None,0.1,0.81794167,0.2754,0.38635958619415756
TKT-102930,Low,-1,0,None,0.3,0.038576685,0.4911,0.2467218477278948
TKT-102931,Medium,0,0,None,1.1,0.63175684,0.39675,0.7954649060964584
TKT-102932,High,1,0,None,2.0,1.8930382,0.6804,1.6986433565616608
TKT-102933,High,1,0,None,2.0,1.8930382,0.0,1.5625633537769317
TKT-102934,Medium,-1,0,None,0.3,0.03737933,2.83995,0.7160727871581913
TKT-102935,Low,-2,1,False Alarm,0.3,0.036996286,1.4295,0.4338487023487687
TKT-102936,High,-1,0,None,2.0,1.8930382,1.61205,1.8849733650684355
TKT-102937,Critical,0,0,None,2.9,2.26745,2.0634,2.511287581920624
TKT-102938,Medium,1,0,None,1.0,1.0042081,0.4806,0.897592830657959
TKT-102939,High,0,0,None,2.0,1.998326,1.69665,1.9387440860271454
TKT-102940,Low,0,0,None,0.3,0.03737933,1.7382,0.49572276007384064
TKT-102941,High,2,1,Hidden Crisis,2.0,1.8930382,0.8283,1.7282233536243439
TKT-102942,Medium,0,0,None,1.1,1.0012358,0.0,0.8454325556755067
TKT-102943,High,1,0,None,2.0,1.998326,0.6804,1.7354940831661225
TKT-102944,High,0,0,None,2.0,1.998326,2.17515,2.0344440639019012
TKT-102945,Medium,1,0,None,1.2,1.0980611,0.23115,0.9705514013767242
TKT-102946,Medium,-1,0,None,1.1,0.63175684,0.57195,0.830504909157753
TKT-102947,Medium,1,0,None,1.2,1.0600208,0.0,0.9110073029994965
TKT-102948,Medium,0,0,None,1.1,1.0012358,2.4705,1.3395325541496277
TKT-102949,Low,0,0,None,0.3,0.09956941,0.43245,0.2563392981886864
TKT-102950,Medium,1,0,None,1.3,1.4184979,0.43245,1.1679642498493195
TKT-102951,Medium,0,0,None,1.1,0.63175684,2.5431,1.224734929203987
TKT-102952,High,2,1,Hidden Crisis,2.0,1.9488056,1.1277,1.8076219439506531
TKT-102953,High,1,0,None,2.1,1.9981121,1.1277,1.8698791801929473
TKT-102954,Medium,1,0,None,1.6,1.0733339,0.50145,1.195956861972809
TKT-102955,Low,-1,0,None,0.05,0.15748627,1.2999,0.33760020751506087
TKT-102956,Medium,0,0,None,1.2,1.0980611,0.7731,1.0789414048194885
TKT-102957,Low,0,0,None,0.2,0.04953258,1.96125,0.4995863942429424
TKT-102958,Medium,0,0,None,0.4,2.0941286,1.96125,1.305195005238056
TKT-102959,Medium,0,0,None,1.6,1.0733339,1.3311,1.3618868589401245
TKT-102960,Medium,1,0,None,1.1,1.0012358,0.3615,0.9177325546741486
TKT-102961,High,-1,0,None,2.0,1.9488056,2.4705,2.076181948184967
TKT-102962,Medium,1,0,None,1.1,0.64617956,0.9636,0.913882851600647
TKT-102963,Low,0,0,None,0.3,0.19682762,0.7104,0.34596966952085495
TKT-102964,High,2,1,Hidden Crisis,2.0,1.9488056,1.5297,1.8880219578742983
TKT-102965,High,2,1,Hidden Crisis,1.6,1.0733339,2.68545,1.6327568769454959
TKT-102966,High,1,0,None,2.0,1.998326,1.82055,1.9635240733623505
TKT-102967,Medium,1,0,None,1.6,1.0733339,1.2999,1.355646872520447
TKT-102968,Low,0,0,None,0.3,0.21946548,1.09965,0.4317429281771183
TKT-102969,Medium,1,0,None,1.2,1.0600208,2.4705,1.4051073014736177
TKT-102970,High,0,0,None,2.0,1.8930382,1.9116,1.9448833525180815
TKT-102971,High,1,0,None,2.0,1.8930382,0.63615,1.6897933542728423
TKT-102972,Medium,1,0,None,1.1,0.63175684,0.84825,0.8857648998498916
TKT-102973,Medium,0,0,None,1.2,1.0980611,0.51285,1.0268913984298706
TKT-102974,Low,0,0,None,0.15,0.12187548,0.2646,0.16307642236351966
TKT-102975,Critical,0,0,None,3.0,2.996188,1.96125,2.790915763378143
TKT-102976,High,2,1,Hidden Crisis,2.1,1.9981121,1.39755,1.9238491833209992
TKT-102977,Medium,1,0,None,0.4,2.0941286,2.76105,1.4651550129055977
TKT-102978,High,2,1,Hidden Crisis,1.6,1.0733339,2.5431,1.6042868852615357
TKT-102979,Medium,1,0,None,0.3,1.3503485,0.8283,0.7732819706201554
TKT-102980,Medium,0,0,None,1.0,1.0042081,1.27095,1.0556628227233888
TKT-102981,High,0,0,None,2.8,2.159486,0.55875,2.12757009267807
TKT-102982,Critical,1,0,None,2.9,2.26745,2.17515,2.53363755941391
TKT-102983,Medium,0,0,None,0.3,0.19682762,2.4705,0.697989670932293
TKT-102984,Medium,0,0,None,2.0,1.2823856,0.34485,1.4178049564361572
TKT-102985,Medium,1,0,None,2.0,1.29454,0.6804,1.4891690194606781
TKT-102986,High,1,0,None,2.0,1.8930382,2.4705,2.0566633522510527
TKT-102987,Medium,0,0,None,0.3,0.19682762,1.5297,0.509829680621624
TKT-102988,High,1,0,None,2.0,1.9488056,2.76105,2.13429194688797
TKT-102989,Medium,0,0,None,0.1,0.81794167,2.0634,0.7439595896750688
TKT-102990,Medium,0,0,None,1.1,1.0012358,2.916,1.4286325335502625
TKT-102991,Medium,0,0,None,0.3,1.3503485,2.76105,1.1598319679498674
TKT-102992,Medium,-1,0,None,1.2,1.0980611,0.98505,1.1213314056396486
TKT-102993,Medium,0,0,None,0.3,0.09956941,2.5431,0.6784693226218224
TKT-102994,High,2,1,Hidden Crisis,2.1,1.0733339,2.916,1.9038667857646943
TKT-102995,Medium,-1,0,None,0.3,0.21946548,2.17515,0.6468429066240787
TKT-102996,Low,0,0,None,0.3,0.036996286,1.09965,0.36787871066480876
TKT-102997,High,0,0,None,2.0,1.8930382,2.11995,1.9865533649921416
TKT-102998,High,0,0,None,2.1,1.9981121,1.49535,1.9434091866016387
TKT-102999,Low,-1,0,None,0.3,0.09956941,1.0503,0.37990929931402206
TKT-103000,Low,0,0,None,0.2,0.57010436,0.696,0.42873652353882785
TKT-103001,Low,0,0,None,0.3,0.036962382,1.39755,0.42744683660566807
TKT-103002,Medium,1,0,None,1.2,1.0600208,0.0,0.9110073029994965
TKT-103003,Medium,1,0,None,0.3,1.3503485,0.696,0.7468219667673112
TKT-103004,Medium,0,0,None,1.0,1.0042081,2.76105,1.353682827949524
TKT-103005,High,0,0,None,2.0,1.9488056,1.6527,1.9126219391822816
TKT-103006,Low,-2,1,False Alarm,0.3,0.09956941,0.63615,0.297079299390316
TKT-103007,Low,0,0,None,0.2,0.04953258,0.4512,0.1975764064118266
TKT-103008,Medium,-1,0,None,0.2,0.6429595,2.01165,0.7173658348619938
TKT-103009,Low,0,0,None,0.1,0.81794167,0.5958,0.45043958015739916
TKT-103010,Medium,0,0,None,0.3,1.3503485,0.4512,0.6978619724512101
TKT-103011,Medium,-1,0,None,2.0,1.29454,0.0,1.353089016675949
TKT-103012,Low,0,0,None,0.3,0.19682762,0.72795,0.34947966784238815
TKT-103013,Medium,1,0,None,1.0,1.0042081,1.86615,1.174702835083008
TKT-103014,Low,0,0,None,0.1,0.81794167,0.0,0.33127958364784715
TKT-103015,Medium,1,0,None,1.1,0.63175684,0.0,0.7161149054765701
TKT-103016,High,1,0,None,2.0,1.8930382,2.916,2.1457633316516875
TKT-103017,Low,0,0,None,0.2,0.4857986,0.3615,0.3323295094072819
TKT-103018,Medium,1,0,None,1.1,0.64617956,0.0,0.7211628556251526
TKT-103019,Medium,0,0,None,0.1,0.81794167,2.11995,0.7552695948630571
TKT-103020,Critical,0,0,None,2.9,2.9681032,1.7784,2.6995161414146427
TKT-103021,Low,-2,1,False Alarm,0.2,0.04953258,1.39755,0.38684640210121873
TKT-103022,Medium,0,0,None,0.3,1.3503485,1.27095,0.8618119627237321
TKT-103023,Medium,-1,0,None,0.3,0.19682762,1.82055,0.5679996654391288
TKT-103024,High,1,0,None,2.0,1.9488056,2.83995,2.150071966648102
TKT-103025,Medium,1,0,None,0.15,0.12187548,2.17515,0.5451864041388035
TKT-103026,Medium,1,0,None,1.6,1.0733339,0.3225,1.16016685962677
TKT-103027,Medium,1,0,None,1.1,0.63175684,1.2429,0.9646949082612991
TKT-103028,Medium,0,0,None,0.1,0.81794167,0.84825,0.5009295780211687
TKT-103029,High,1,0,None,2.0,1.9488056,2.4705,2.076181948184967
TKT-103030,Medium,1,0,None,1.6,1.0733339,0.8283,1.261326861381531
TKT-103031,Medium,1,0,None,0.3,1.3503485,1.2999,0.8676019817590714
TKT-103032,Medium,0,0,None,1.1,1.0012358,2.0634,1.2581125617027284
TKT-103033,Low,-1,0,None,0.05,0.15748627,1.5297,0.38356020469218494
TKT-103034,Low,-1,0,None,0.2,0.04953258,0.0,0.10733640473335981
TKT-103035,Medium,1,0,None,1.2,1.0600208,0.90345,1.0916973054409027
TKT-103036,High,-1,0,None,2.0,1.998326,2.28585,2.0565840899944305
TKT-103037,High,1,0,None,2.0,1.998326,2.3439,2.0681940734386446
TKT-103038,Medium,-1,0,None,1.1,0.63175684,2.4705,1.2102149039506913
TKT-103039,Medium,-1,0,None,0.05,0.15748627,2.11995,0.5016102077439427
TKT-103040,High,1,0,None,2.0,1.998326,1.569,1.9132140815258025
TKT-103041,Medium,1,0,None,1.2,1.0980611,1.0503,1.134381401538849
TKT-103042,High,0,0,None,2.0,1.998326,1.7382,1.9470540702342987
TKT-103043,Medium,0,0,None,0.2,0.4857986,1.61205,0.5824395217001439
TKT-103044,Medium,0,0,None,1.2,1.0600208,2.28585,1.3681773126125336
TKT-103045,Low,0,0,None,0.3,0.19682762,0.63615,0.3311196729540825
TKT-103046,Medium,1,0,None,0.3,1.3503485,1.49535,0.9066919714212418
TKT-103047,Low,-1,0,None,0.15,0.12187548,0.8283,0.27581642046570776
TKT-103048,Medium,1,0,None,0.2,0.4857986,1.36425,0.5328794993460179
TKT-103049,Medium,0,0,None,0.3,1.3503485,2.11995,1.0316119819879532
TKT-103050,Medium,1,0,None,0.3,0.19682762,2.616,0.727089659869671
TKT-103051,Medium,1,0,None,1.1,0.63175684,1.61205,1.0385249167680741
TKT-103052,Medium,1,0,None,1.2,1.0600208,1.2429,1.1595873057842256
TKT-103053,Low,-1,0,None,0.15,0.12187548,1.5297,0.41609642878174785
TKT-103054,Medium,1,0,None,0.1,0.81794167,1.7382,0.6789195735007525
TKT-103055,Low,0,0,None,0.2,0.4857986,0.98505,0.4570395149290562
TKT-103056,High,2,1,Hidden Crisis,1.6,1.0733339,2.616,1.618866848945618
TKT-103057,Medium,1,0,None,1.3,1.4184979,0.6225,1.2059742510318756
TKT-103058,Low,0,0,None,0.2,0.04953258,1.49535,0.40640640538185835
TKT-103059,Low,0,0,None,0.15,0.12187548,0.6225,0.23465642109513285
TKT-103060,Medium,0,0,None,1.1,0.6263808,1.86615,1.0874632954597474
TKT-103061,Low,0,0,None,0.05,0.15748627,0.29925,0.13747019786387682
TKT-103062,Critical,0,0,None,2.8,2.159486,2.5431,2.524440121650696
TKT-103063,High,0,0,None,2.0,1.998326,1.569,1.9132140815258025
TKT-103064,Medium,1,0,None,1.2,1.0600208,0.4722,1.00544730424881
TKT-103065,High,2,1,Hidden Crisis,2.1,1.9981121,1.6527,1.9748791754245758
TKT-103066,Low,0,0,None,0.05,0.15748627,1.6527,0.40816018600016835
TKT-103067,Medium,1,0,None,1.3,1.4184979,0.43245,1.1679642498493195
TKT-103068,Low,0,0,None,0.05,0.15748627,0.5958,0.19678019303828476
TKT-103069,Medium,1,0,None,1.0,1.0042081,0.2754,0.8565528333187103
TKT-103070,Low,0,0,None,0.3,0.038576685,0.6225,0.27300184555351736
TKT-103071,Low,0,0,None,0.15,0.12431077,0.0,0.11100877188146113
TKT-103072,Medium,-1,0,None,1.1,1.0012358,2.68545,1.3825225710868838
TKT-103073,Medium,1,0,None,1.0,2.0941286,1.2999,1.4429250240325928
TKT-103074,Medium,1,0,None,1.2,1.0980611,2.4078,1.40588139295578
TKT-103075,High,1,0,None,2.0,1.998326,0.54585,1.708584076166153
TKT-103076,Low,0,0,None,0.3,0.19682762,0.41205,0.2862996742129326
TKT-103077,High,1,0,None,2.0,1.29454,1.9116,1.735409015417099
TKT-103078,Medium,0,0,None,1.1,0.63175684,1.61205,1.0385249167680741
TKT-103079,Medium,1,0,None,0.3,0.09956941,2.11995,0.5938393101096153
TKT-103080,Medium,1,0,None,0.2,0.6429595,2.5431,0.8236558414995669
TKT-103081,Medium,1,0,None,1.1,0.64617956,0.696,0.8603628516197205
TKT-103082,Medium,-2,1,False Alarm,0.3,0.09956941,2.76105,0.7220592960715294
TKT-103083,Medium,0,0,None,1.2,1.0600208,1.2429,1.1595873057842256
TKT-103084,High,2,1,Hidden Crisis,1.3,1.4184979,2.83995,1.6494642674922946
TKT-103085,Low,-2,1,False Alarm,0.3,0.09956941,1.2429,0.4184293016791344
TKT-103086,Medium,0,0,None,1.6,1.0733339,0.0,1.0956668615341187
TKT-103087,Medium,0,0,None,0.05,0.15748627,2.83995,0.6456102134659887
TKT-103088,High,0,0,None,2.0,1.29454,2.83995,1.9210790336132049
TKT-103089,Medium,-1,0,None,1.6,1.0733339,1.0266,1.3009868621826173
TKT-103090,Low,-3,1,False Alarm,0.3,0.09956941,1.49535,0.4689192995429039
TKT-103091,Low,-1,0,None,0.3,0.09956941,0.4512,0.26008930057287216
TKT-103092,Medium,1,0,None,0.2,0.6429595,1.4295,0.6009358145296573
TKT-103093,High,0,0,None,2.0,1.9488056,2.4078,2.063641941547394
TKT-103094,High,0,0,None,2.0,1.9488056,2.83995,2.150071966648102
TKT-103095,Medium,1,0,None,0.2,0.6429595,2.916,0.8982357956469058
TKT-103096,Medium,1,0,None,1.0,1.0042081,0.0,0.8014728307724
TKT-103097,Medium,0,0,None,0.3,0.03737933,2.28585,0.6052527798339724
TKT-103098,Low,0,0,None,0.3,0.19682762,0.0,0.20388967245817186
TKT-103099,High,-1,0,None,2.1,1.9981121,2.0634,2.0570191919803618
TKT-103100,Medium,1,0,None,1.1,0.64617956,1.7382,1.0688028454780578
TKT-103101,High,0,0,None,2.0,1.9488056,1.1277,1.8076219439506531
TKT-103102,Medium,0,0,None,1.0,1.0042081,0.441,0.8896728336811066
TKT-103103,Medium,1,0,None,1.1,0.63175684,1.96125,1.1083648949861526
TKT-103104,Medium,0,0,None,0.1,0.81794167,1.39755,0.610789581015706
TKT-103105,Medium,0,0,None,1.1,0.63175684,2.4078,1.197674897313118
TKT-103106,Medium,-1,0,None,1.1,1.0012358,2.76105,1.3976425528526306
TKT-103107,High,2,1,Hidden Crisis,1.6,1.0733339,2.76105,1.6478768587112427
TKT-103108,Medium,1,0,None,1.1,1.0012358,2.68545,1.3825225710868838
TKT-103109,Medium,1,0,None,1.3,1.4184979,0.80865,1.243204253911972
TKT-103110,Medium,1,0,None,0.2,0.6429595,1.36425,0.587885806709528
TKT-103111,Low,-1,0,None,0.15,0.12187548,0.7893,0.2680164255201817
TKT-103112,High,-1,0,None,2.0,1.998326,1.6527,1.929954069852829
TKT-103113,High,1,0,None,2.0,1.8930382,2.83995,2.1305533707141877
TKT-103114,Medium,0,0,None,1.2,1.0980611,0.6804,1.0604014039039613
TKT-103115,Medium,0,0,None,0.05,0.15748627,2.5431,0.5862402202561497
TKT-103116,Medium,0,0,None,1.2,1.0600208,1.07535,1.1260773122310639
TKT-103117,Medium,1,0,None,1.2,1.0980611,0.90345,1.1050114035606384
TKT-103118,Medium,1,0,None,0.3,1.3503485,0.4806,0.7037419706583024
TKT-103119,Low,0,0,None,0.2,0.04953258,0.28155,0.16364640276879072
TKT-103120,Medium,0,0,None,0.2,0.6429595,2.11995,0.7390258289873599
TKT-103121,High,1,0,None,2.0,1.9488056,2.76105,2.13429194688797
TKT-103122,Medium,-1,0,None,1.3,1.4184979,2.0634,1.4941542565822603
TKT-103123,Medium,-1,0,None,1.1,0.63175684,1.0503,0.9261749058961868
TKT-103124,Medium,1,0,None,1.1,0.64617956,1.1541,0.951982843875885
TKT-103125,High,1,0,None,2.0,1.8930382,0.84825,1.7322133481502533
TKT-103126,Low,-2,1,False Alarm,0.3,0.09956941,1.2999,0.4298293098807335
TKT-103127,Low,-1,0,None,0.3,0.19682762,1.0266,0.4092096731066704
TKT-103128,High,2,1,Hidden Crisis,2.0,1.9488056,0.3045,1.6429819524288178
